Sprint,Module,Developer,QA,Priority,Status,Root_Cause_Analysis,Defect_Age_Days,Reopened,Fix_Time_Days
Sprint 29,Payments,David,QA3,Critical,Resolved,Code Issue,24,True,5
Sprint 29,Notifications,Frank,QA5,Medium,Open,Environment Issue,9,True,6
Sprint 29,Notifications,Frank,QA5,High,Open,Test Coverage Miss,27,False,10
Sprint 29,Reports,David,QA5,Critical,Resolved,Test Coverage Miss,22,False,1
Sprint 29,Reports,David,QA5,Critical,Open,Environment Issue,14,True,1
Sprint 29,Reports,David,QA5,Low,Resolved,Environment Issue,6,True,6
Sprint 29,Reports,David,QA5,Low,Closed,Code Issue,30,True,7
Sprint 29,Reports,David,QA5,Low,Resolved,Test Coverage Miss,6,True,5
Sprint 29,Reports,David,QA5,Critical,In Progress,Test Coverage Miss,2,True,10
Sprint 29,Reports,David,QA5,Medium,Closed,Code Issue,26,True,7
Sprint 29,Reports,David,QA5,High,Closed,Environment Issue,12,False,4
Sprint 29,Dashboard,Frank,QA4,Critical,Closed,Environment Issue,11,True,2
Sprint 29,Dashboard,Frank,QA4,Critical,Resolved,Test Coverage Miss,8,True,4
Sprint 29,Dashboard,Frank,QA4,High,Closed,Test Coverage Miss,30,False,8
Sprint 29,Dashboard,Frank,QA4,Low,Open,Environment Issue,26,False,2
Sprint 29,Dashboard,Frank,QA4,Low,In Progress,Code Issue,1,False,8
Sprint 29,Dashboard,Frank,QA4,Critical,Closed,Code Issue,26,False,4
Sprint 30,Authentication,Eve,QA2,High,Open,Code Issue,25,True,1
Sprint 30,Authentication,Eve,QA2,Low,Open,Test Coverage Miss,9,False,3
Sprint 30,Authentication,Eve,QA2,Medium,In Progress,Environment Issue,20,False,4
Sprint 30,Authentication,Eve,QA2,High,Resolved,Requirement Gap,21,True,2
Sprint 30,Authentication,Eve,QA2,Critical,In Progress,Test Coverage Miss,20,False,4
Sprint 30,Authentication,Eve,QA2,Low,Closed,Environment Issue,21,True,3
Sprint 30,Authentication,Eve,QA2,High,Closed,Environment Issue,7,False,2
Sprint 30,Authentication,Eve,QA2,High,Closed,Code Issue,23,True,6
Sprint 30,Authentication,Eve,QA2,Medium,Closed,Environment Issue,15,False,10
Sprint 30,Authentication,Eve,QA2,Low,Resolved,Code Issue,30,False,2
Sprint 30,Billing,Eve,QA5,Low,Closed,Code Issue,26,False,4
Sprint 30,Billing,Eve,QA5,Critical,Closed,Requirement Gap,1,True,9
Sprint 30,Billing,Eve,QA5,Medium,In Progress,Test Coverage Miss,19,True,3
Sprint 30,Billing,Eve,QA5,Critical,Closed,Code Issue,7,False,9
Sprint 30,Billing,Eve,QA5,Critical,In Progress,Test Coverage Miss,9,True,3
Sprint 30,Billing,Eve,QA5,Medium,Resolved,Test Coverage Miss,25,False,8
Sprint 30,Billing,Eve,QA5,Low,Closed,Requirement Gap,29,True,10
Sprint 30,Payments,Charlie,QA4,High,Open,Code Issue,6,True,8
Sprint 30,Payments,Charlie,QA4,Medium,In Progress,Code Issue,27,False,1
Sprint 30,Payments,Charlie,QA4,Critical,Resolved,Environment Issue,27,False,2
Sprint 30,Payments,Charlie,QA4,High,Resolved,Environment Issue,20,False,1
Sprint 30,Notifications,Eve,QA5,Medium,Closed,Code Issue,19,True,2
Sprint 30,Notifications,Eve,QA5,Medium,Resolved,Environment Issue,18,False,10
Sprint 30,Notifications,Eve,QA5,Low,Closed,Environment Issue,16,True,4
Sprint 30,Notifications,Eve,QA5,Critical,Resolved,Test Coverage Miss,23,False,1
Sprint 30,Notifications,Eve,QA5,Low,In Progress,Test Coverage Miss,30,True,2
Sprint 30,Notifications,Eve,QA5,Low,Resolved,Code Issue,27,True,6
Sprint 30,Notifications,Eve,QA5,Low,Closed,Environment Issue,22,False,4
Sprint 30,Notifications,Eve,QA5,High,Resolved,Environment Issue,16,False,7
Sprint 30,Reports,Charlie,QA2,High,Open,Test Coverage Miss,26,False,7
Sprint 30,Reports,Charlie,QA2,Low,Resolved,Environment Issue,23,False,2
Sprint 30,Reports,Charlie,QA2,Medium,Resolved,Code Issue,25,False,5
Sprint 30,Reports,Charlie,QA2,Medium,Closed,Requirement Gap,2,False,3
Sprint 30,Reports,Charlie,QA2,Medium,Closed,Requirement Gap,18,False,7
Sprint 30,Reports,Charlie,QA2,Critical,Resolved,Environment Issue,4,False,10
Sprint 30,Reports,Charlie,QA2,Low,Open,Environment Issue,5,False,9
Sprint 30,Reports,Charlie,QA2,Low,Open,Environment Issue,29,False,4
Sprint 30,Reports,Charlie,QA2,Medium,In Progress,Environment Issue,24,True,4
Sprint 30,Dashboard,Bob,QA2,Low,Open,Requirement Gap,20,False,9
Sprint 30,Dashboard,Bob,QA2,Critical,Open,Requirement Gap,14,True,8
Sprint 30,Dashboard,Bob,QA2,Medium,Open,Environment Issue,19,True,9
Sprint 30,Dashboard,Bob,QA2,High,In Progress,Requirement Gap,3,True,6
Sprint 30,Dashboard,Bob,QA2,Medium,Closed,Test Coverage Miss,10,False,6
Sprint 30,Dashboard,Bob,QA2,High,Closed,Requirement Gap,12,True,10
Sprint 30,Dashboard,Bob,QA2,Critical,Closed,Environment Issue,13,True,3
Sprint 30,Dashboard,Bob,QA2,Low,In Progress,Code Issue,10,False,8
Sprint 30,Dashboard,Bob,QA2,Low,In Progress,Requirement Gap,25,True,4
Sprint 31,Authentication,Bob,QA3,High,Closed,Code Issue,22,True,7
Sprint 31,Authentication,Bob,QA3,High,Open,Test Coverage Miss,12,True,5
Sprint 31,Authentication,Bob,QA3,Medium,Resolved,Environment Issue,19,True,7
Sprint 31,Authentication,Bob,QA3,High,In Progress,Code Issue,10,False,3
Sprint 31,Billing,Alice,QA1,Critical,Closed,Environment Issue,17,True,10
Sprint 31,Billing,Alice,QA1,Medium,In Progress,Requirement Gap,15,True,3
Sprint 31,Billing,Alice,QA1,High,Resolved,Code Issue,2,False,4
Sprint 31,Payments,Bob,QA5,Low,Closed,Code Issue,6,False,8
Sprint 31,Payments,Bob,QA5,Medium,In Progress,Test Coverage Miss,13,False,4
Sprint 31,Payments,Bob,QA5,High,Resolved,Environment Issue,24,True,1
Sprint 31,Payments,Bob,QA5,High,Open,Code Issue,27,True,8
Sprint 31,Payments,Bob,QA5,Medium,Open,Test Coverage Miss,29,False,2
Sprint 31,Notifications,Bob,QA1,Low,In Progress,Test Coverage Miss,13,False,9
Sprint 31,Notifications,Bob,QA1,High,In Progress,Code Issue,26,True,4
Sprint 31,Notifications,Bob,QA1,Low,Resolved,Code Issue,16,True,8
Sprint 31,Notifications,Bob,QA1,Critical,Resolved,Test Coverage Miss,20,True,6
Sprint 31,Reports,Eve,QA4,Critical,Open,Requirement Gap,13,False,3
Sprint 31,Reports,Eve,QA4,Low,In Progress,Environment Issue,7,False,4
Sprint 31,Reports,Eve,QA4,High,Closed,Test Coverage Miss,6,True,6
Sprint 31,Reports,Eve,QA4,Low,In Progress,Environment Issue,8,False,1
Sprint 31,Reports,Eve,QA4,Critical,In Progress,Code Issue,28,True,6
Sprint 31,Reports,Eve,QA4,Critical,In Progress,Code Issue,2,False,3
Sprint 31,Reports,Eve,QA4,Medium,Closed,Test Coverage Miss,21,False,2
Sprint 31,Reports,Eve,QA4,Low,Closed,Requirement Gap,20,False,9
Sprint 31,Reports,Eve,QA4,Critical,Closed,Requirement Gap,20,False,6
Sprint 31,Dashboard,Frank,QA3,Medium,Open,Code Issue,10,False,6
Sprint 31,Dashboard,Frank,QA3,Medium,Open,Requirement Gap,9,True,7
Sprint 31,Dashboard,Frank,QA3,Medium,Resolved,Environment Issue,22,True,3
Sprint 31,Dashboard,Frank,QA3,Medium,In Progress,Environment Issue,29,True,4
Sprint 31,Dashboard,Frank,QA3,Medium,In Progress,Environment Issue,17,False,7
Sprint 31,Dashboard,Frank,QA3,Medium,In Progress,Code Issue,8,False,2
Sprint 31,Dashboard,Frank,QA3,Medium,Closed,Requirement Gap,26,False,1
Sprint 31,Dashboard,Frank,QA3,Medium,Closed,Requirement Gap,27,False,5
Sprint 31,Dashboard,Frank,QA3,Medium,Closed,Requirement Gap,23,True,10
Sprint 32,Authentication,Eve,QA5,Low,In Progress,Environment Issue,10,False,9
Sprint 32,Authentication,Eve,QA5,Low,Resolved,Environment Issue,16,False,4
Sprint 32,Authentication,Eve,QA5,Critical,Open,Environment Issue,24,True,6
Sprint 32,Authentication,Eve,QA5,Medium,Resolved,Requirement Gap,25,True,5
Sprint 32,Authentication,Eve,QA5,High,Open,Code Issue,25,False,6
Sprint 32,Authentication,Eve,QA5,High,Open,Code Issue,17,False,2
Sprint 32,Authentication,Eve,QA5,Critical,In Progress,Requirement Gap,1,True,10
Sprint 32,Billing,Eve,QA5,High,Resolved,Test Coverage Miss,17,False,1
Sprint 32,Billing,Eve,QA5,Medium,Open,Requirement Gap,3,False,2
Sprint 32,Billing,Eve,QA5,Medium,Open,Environment Issue,10,True,4
Sprint 32,Billing,Eve,QA5,Low,Closed,Environment Issue,24,True,6
Sprint 32,Billing,Eve,QA5,Critical,Resolved,Requirement Gap,18,True,8
Sprint 32,Billing,Eve,QA5,High,In Progress,Code Issue,29,True,6
Sprint 32,Billing,Eve,QA5,Medium,In Progress,Test Coverage Miss,29,True,7
Sprint 32,Billing,Eve,QA5,Critical,Resolved,Requirement Gap,20,True,3
Sprint 32,Billing,Eve,QA5,Medium,In Progress,Requirement Gap,24,True,9
Sprint 32,Billing,Eve,QA5,Low,In Progress,Code Issue,18,True,10
Sprint 32,Payments,Alice,QA4,Low,Resolved,Test Coverage Miss,13,True,1
Sprint 32,Payments,Alice,QA4,Medium,In Progress,Test Coverage Miss,10,True,3
Sprint 32,Notifications,Eve,QA3,Low,Resolved,Test Coverage Miss,24,False,2
Sprint 32,Notifications,Eve,QA3,Critical,Open,Environment Issue,14,False,4
Sprint 32,Notifications,Eve,QA3,Critical,In Progress,Test Coverage Miss,25,True,9
Sprint 32,Notifications,Eve,QA3,Critical,Open,Environment Issue,21,True,8
Sprint 32,Notifications,Eve,QA3,Low,Resolved,Code Issue,12,False,9
Sprint 32,Notifications,Eve,QA3,Medium,In Progress,Environment Issue,2,False,10
Sprint 32,Notifications,Eve,QA3,High,In Progress,Environment Issue,29,False,5
Sprint 32,Notifications,Eve,QA3,Critical,Closed,Environment Issue,20,False,5
Sprint 32,Notifications,Eve,QA3,Medium,Closed,Environment Issue,14,False,2
Sprint 32,Reports,Eve,QA2,Medium,In Progress,Environment Issue,6,True,8
Sprint 32,Reports,Eve,QA2,Critical,Open,Code Issue,4,False,6
Sprint 32,Reports,Eve,QA2,Medium,In Progress,Environment Issue,29,True,7
Sprint 32,Reports,Eve,QA2,Low,Open,Test Coverage Miss,27,True,5
Sprint 32,Reports,Eve,QA2,High,Resolved,Test Coverage Miss,12,False,4
Sprint 32,Reports,Eve,QA2,High,Resolved,Requirement Gap,1,True,1
Sprint 32,Reports,Eve,QA2,Medium,Open,Requirement Gap,9,False,10
Sprint 32,Reports,Eve,QA2,Low,Closed,Code Issue,16,False,4
Sprint 32,Dashboard,Bob,QA5,Low,Resolved,Test Coverage Miss,30,True,2
Sprint 32,Dashboard,Bob,QA5,Critical,In Progress,Test Coverage Miss,18,False,9
Sprint 32,Dashboard,Bob,QA5,Low,In Progress,Test Coverage Miss,4,True,9
Sprint 32,Dashboard,Bob,QA5,Critical,In Progress,Environment Issue,28,False,1
Sprint 32,Dashboard,Bob,QA5,Low,Open,Test Coverage Miss,14,False,10
Sprint 32,Dashboard,Bob,QA5,Medium,In Progress,Requirement Gap,1,True,2
Sprint 32,Dashboard,Bob,QA5,Medium,Resolved,Test Coverage Miss,16,True,4
Sprint 32,Dashboard,Bob,QA5,High,Open,Test Coverage Miss,26,True,10
Sprint 32,Dashboard,Bob,QA5,Low,Closed,Test Coverage Miss,27,True,4
Sprint 32,Dashboard,Bob,QA5,Low,Closed,Test Coverage Miss,4,False,8
Sprint 33,Authentication,David,QA5,Critical,Open,Requirement Gap,15,False,8
Sprint 33,Authentication,David,QA5,Medium,Closed,Test Coverage Miss,14,True,6
Sprint 33,Authentication,David,QA5,High,Resolved,Requirement Gap,30,True,2
Sprint 33,Billing,Alice,QA5,Low,Open,Test Coverage Miss,24,False,5
Sprint 33,Billing,Alice,QA5,Medium,Resolved,Environment Issue,10,False,6
Sprint 33,Billing,Alice,QA5,Low,Open,Requirement Gap,17,False,1
Sprint 33,Billing,Alice,QA5,Critical,Closed,Test Coverage Miss,14,True,3
Sprint 33,Billing,Alice,QA5,Medium,In Progress,Code Issue,5,False,8
Sprint 33,Billing,Alice,QA5,Critical,Resolved,Test Coverage Miss,12,True,6
Sprint 33,Billing,Alice,QA5,Low,Closed,Code Issue,6,False,5
Sprint 33,Billing,Alice,QA5,Critical,Open,Requirement Gap,2,True,1
Sprint 33,Billing,Alice,QA5,Medium,Resolved,Test Coverage Miss,19,False,9
Sprint 33,Payments,Charlie,QA4,Medium,In Progress,Requirement Gap,27,False,3
Sprint 33,Payments,Charlie,QA4,Medium,Resolved,Test Coverage Miss,9,False,6
Sprint 33,Payments,Charlie,QA4,Low,Closed,Requirement Gap,19,False,8
Sprint 33,Payments,Charlie,QA4,Critical,Closed,Environment Issue,2,True,3
Sprint 33,Payments,Charlie,QA4,High,Resolved,Environment Issue,9,True,1
Sprint 33,Payments,Charlie,QA4,Critical,Resolved,Test Coverage Miss,4,True,6
Sprint 33,Payments,Charlie,QA4,Low,Open,Environment Issue,12,False,4
Sprint 33,Payments,Charlie,QA4,Critical,Closed,Code Issue,8,True,4
Sprint 33,Payments,Charlie,QA4,Critical,Resolved,Environment Issue,3,True,10
Sprint 33,Notifications,Eve,QA3,High,Open,Requirement Gap,8,True,9
Sprint 33,Notifications,Eve,QA3,High,Open,Test Coverage Miss,19,False,5
Sprint 33,Notifications,Eve,QA3,High,In Progress,Code Issue,6,True,3
Sprint 33,Notifications,Eve,QA3,Critical,Open,Environment Issue,11,False,10
Sprint 33,Reports,David,QA1,Critical,Closed,Test Coverage Miss,14,True,5
Sprint 33,Reports,David,QA1,Critical,Open,Code Issue,6,True,3
Sprint 33,Reports,David,QA1,Medium,In Progress,Requirement Gap,14,True,6
Sprint 33,Reports,David,QA1,Low,In Progress,Requirement Gap,1,True,5
Sprint 33,Reports,David,QA1,High,In Progress,Environment Issue,26,False,2
Sprint 33,Reports,David,QA1,High,Closed,Test Coverage Miss,6,False,7
Sprint 33,Reports,David,QA1,High,In Progress,Requirement Gap,18,True,1
Sprint 33,Reports,David,QA1,High,In Progress,Code Issue,30,False,7
Sprint 33,Reports,David,QA1,High,Resolved,Code Issue,5,False,4
Sprint 33,Reports,David,QA1,High,Closed,Test Coverage Miss,16,False,3
Sprint 33,Dashboard,Frank,QA5,Low,Closed,Code Issue,8,False,3
Sprint 33,Dashboard,Frank,QA5,Critical,Resolved,Code Issue,8,True,9
Sprint 33,Dashboard,Frank,QA5,High,In Progress,Requirement Gap,5,True,8
Sprint 33,Dashboard,Frank,QA5,Critical,In Progress,Code Issue,21,True,3
Sprint 34,Authentication,Frank,QA2,High,Resolved,Code Issue,23,False,2
Sprint 34,Authentication,Frank,QA2,Low,Closed,Test Coverage Miss,10,True,1
Sprint 34,Authentication,Frank,QA2,Medium,Closed,Environment Issue,3,False,10
Sprint 34,Authentication,Frank,QA2,High,Open,Test Coverage Miss,27,False,2
Sprint 34,Authentication,Frank,QA2,High,Closed,Test Coverage Miss,23,False,4
Sprint 34,Billing,Eve,QA4,Medium,Resolved,Environment Issue,1,True,4
Sprint 34,Billing,Eve,QA4,Critical,In Progress,Requirement Gap,10,False,3
Sprint 34,Billing,Eve,QA4,High,Open,Environment Issue,8,True,5
Sprint 34,Billing,Eve,QA4,Critical,Resolved,Code Issue,7,True,8
Sprint 34,Billing,Eve,QA4,Critical,Closed,Environment Issue,5,False,7
Sprint 34,Billing,Eve,QA4,High,Closed,Requirement Gap,4,False,10
Sprint 34,Billing,Eve,QA4,Low,Open,Requirement Gap,16,True,1
Sprint 34,Billing,Eve,QA4,Critical,Closed,Test Coverage Miss,27,True,8
Sprint 34,Billing,Eve,QA4,Critical,Closed,Requirement Gap,17,True,4
Sprint 34,Billing,Eve,QA4,Low,Open,Code Issue,22,True,3
Sprint 34,Payments,Charlie,QA1,Low,Open,Environment Issue,1,True,4
Sprint 34,Payments,Charlie,QA1,High,Open,Environment Issue,5,True,8
Sprint 34,Payments,Charlie,QA1,High,Resolved,Test Coverage Miss,30,False,7
Sprint 34,Payments,Charlie,QA1,Medium,Open,Test Coverage Miss,15,False,2
Sprint 34,Payments,Charlie,QA1,Low,Closed,Requirement Gap,4,False,10
Sprint 34,Payments,Charlie,QA1,High,In Progress,Requirement Gap,23,True,8
Sprint 34,Payments,Charlie,QA1,High,In Progress,Environment Issue,8,False,2
Sprint 34,Payments,Charlie,QA1,Low,Closed,Test Coverage Miss,28,True,8
Sprint 34,Payments,Charlie,QA1,Critical,Resolved,Requirement Gap,5,False,4
Sprint 34,Payments,Charlie,QA1,Critical,Resolved,Code Issue,7,False,4
Sprint 34,Notifications,Bob,QA1,Medium,Closed,Requirement Gap,27,False,5
Sprint 34,Notifications,Bob,QA1,Critical,Open,Code Issue,16,False,10
Sprint 34,Notifications,Bob,QA1,High,Closed,Code Issue,24,True,4
Sprint 34,Notifications,Bob,QA1,Critical,Closed,Test Coverage Miss,13,True,8
Sprint 34,Notifications,Bob,QA1,High,Open,Environment Issue,6,True,5
Sprint 34,Reports,Eve,QA4,High,In Progress,Test Coverage Miss,29,True,5
Sprint 34,Reports,Eve,QA4,Low,Closed,Test Coverage Miss,27,False,2
Sprint 34,Reports,Eve,QA4,Medium,In Progress,Code Issue,10,False,10
Sprint 34,Dashboard,Frank,QA4,Low,Open,Environment Issue,5,True,9
Sprint 34,Dashboard,Frank,QA4,High,Open,Test Coverage Miss,21,True,5
Sprint 35,Authentication,Alice,QA5,Low,Resolved,Test Coverage Miss,3,True,10
Sprint 35,Authentication,Alice,QA5,Medium,Resolved,Code Issue,21,True,1
Sprint 35,Authentication,Alice,QA5,Critical,In Progress,Requirement Gap,24,False,8
Sprint 35,Authentication,Alice,QA5,Low,Closed,Code Issue,11,False,7
Sprint 35,Billing,David,QA1,Medium,Resolved,Requirement Gap,8,True,8
Sprint 35,Billing,David,QA1,Critical,Resolved,Test Coverage Miss,1,True,2
Sprint 35,Billing,David,QA1,Critical,In Progress,Code Issue,6,True,6
Sprint 35,Billing,David,QA1,Medium,Open,Requirement Gap,21,True,5
Sprint 35,Payments,Alice,QA1,Medium,Closed,Test Coverage Miss,14,False,3
Sprint 35,Payments,Alice,QA1,Medium,Open,Requirement Gap,4,True,3
Sprint 35,Payments,Alice,QA1,High,Resolved,Environment Issue,29,False,8
Sprint 35,Payments,Alice,QA1,Medium,In Progress,Environment Issue,7,True,1
Sprint 35,Payments,Alice,QA1,Critical,Closed,Requirement Gap,19,True,10
Sprint 35,Payments,Alice,QA1,Low,Open,Environment Issue,11,False,4
Sprint 35,Payments,Alice,QA1,High,Resolved,Environment Issue,5,True,7
Sprint 35,Notifications,Alice,QA5,High,In Progress,Environment Issue,16,False,1
Sprint 35,Notifications,Alice,QA5,High,Closed,Environment Issue,8,True,8
Sprint 35,Notifications,Alice,QA5,High,Resolved,Requirement Gap,16,True,3
Sprint 35,Notifications,Alice,QA5,Critical,Open,Environment Issue,13,True,10
Sprint 35,Notifications,Alice,QA5,Low,Open,Requirement Gap,27,True,1
Sprint 35,Reports,David,QA5,Low,In Progress,Code Issue,21,False,7
Sprint 35,Reports,David,QA5,Low,In Progress,Test Coverage Miss,27,False,5
Sprint 35,Reports,David,QA5,Low,Closed,Test Coverage Miss,22,False,6
Sprint 35,Reports,David,QA5,Critical,Open,Code Issue,20,False,4
Sprint 35,Reports,David,QA5,Medium,Resolved,Environment Issue,9,True,10
Sprint 35,Reports,David,QA5,High,Open,Test Coverage Miss,26,True,4
Sprint 35,Reports,David,QA5,Critical,Resolved,Environment Issue,10,False,1
Sprint 35,Dashboard,Frank,QA5,Medium,In Progress,Code Issue,5,False,6
Sprint 35,Dashboard,Frank,QA5,Low,Resolved,Test Coverage Miss,20,False,10
Sprint 35,Dashboard,Frank,QA5,Low,Resolved,Environment Issue,4,True,10
Sprint 35,Dashboard,Frank,QA5,Low,Closed,Requirement Gap,6,False,6
Sprint 35,Dashboard,Frank,QA5,Medium,Resolved,Test Coverage Miss,2,True,1
Sprint 35,Dashboard,Frank,QA5,Low,Open,Code Issue,19,True,2
Sprint 35,Dashboard,Frank,QA5,Critical,In Progress,Requirement Gap,23,True,10
Sprint 35,Dashboard,Frank,QA5,Critical,Closed,Test Coverage Miss,5,True,6
Sprint 36,Authentication,David,QA4,Medium,Closed,Environment Issue,21,True,3
Sprint 36,Authentication,David,QA4,Critical,In Progress,Code Issue,30,False,4
Sprint 36,Authentication,David,QA4,Critical,In Progress,Code Issue,21,True,2
Sprint 36,Authentication,David,QA4,High,Closed,Test Coverage Miss,17,True,8
Sprint 36,Authentication,David,QA4,High,Closed,Requirement Gap,16,False,2
Sprint 36,Authentication,David,QA4,Medium,Open,Code Issue,9,False,4
Sprint 36,Authentication,David,QA4,Low,Open,Requirement Gap,30,True,7
Sprint 36,Authentication,David,QA4,Critical,Resolved,Code Issue,29,True,10
Sprint 36,Authentication,David,QA4,Low,Closed,Test Coverage Miss,2,True,8
Sprint 36,Billing,David,QA1,High,In Progress,Code Issue,15,True,4
Sprint 36,Billing,David,QA1,Medium,Open,Requirement Gap,12,True,4
Sprint 36,Billing,David,QA1,Medium,Open,Environment Issue,24,False,9
Sprint 36,Billing,David,QA1,Medium,In Progress,Requirement Gap,21,False,5
Sprint 36,Payments,Bob,QA3,Medium,Resolved,Requirement Gap,3,True,4
Sprint 36,Payments,Bob,QA3,Low,Resolved,Requirement Gap,4,False,3
Sprint 36,Payments,Bob,QA3,Critical,Closed,Test Coverage Miss,28,True,3
Sprint 36,Payments,Bob,QA3,Critical,Closed,Environment Issue,3,False,10
Sprint 36,Notifications,Alice,QA3,Low,Open,Environment Issue,12,True,8
Sprint 36,Notifications,Alice,QA3,Critical,Resolved,Test Coverage Miss,7,False,2
Sprint 36,Notifications,Alice,QA3,Medium,Resolved,Environment Issue,19,True,7
Sprint 36,Notifications,Alice,QA3,Low,Closed,Environment Issue,12,False,10
Sprint 36,Notifications,Alice,QA3,Medium,Closed,Test Coverage Miss,23,False,10
Sprint 36,Notifications,Alice,QA3,Medium,Closed,Code Issue,21,False,8
Sprint 36,Notifications,Alice,QA3,High,Resolved,Code Issue,30,False,7
Sprint 36,Reports,Bob,QA1,Low,Closed,Requirement Gap,28,True,1
Sprint 36,Reports,Bob,QA1,Medium,In Progress,Test Coverage Miss,13,True,8
Sprint 36,Reports,Bob,QA1,High,Open,Code Issue,3,False,3
Sprint 36,Reports,Bob,QA1,Low,Resolved,Test Coverage Miss,14,False,3
Sprint 36,Reports,Bob,QA1,Low,In Progress,Code Issue,18,True,6
Sprint 36,Reports,Bob,QA1,Critical,Closed,Test Coverage Miss,8,False,4
Sprint 36,Reports,Bob,QA1,Low,In Progress,Test Coverage Miss,19,False,1
Sprint 36,Reports,Bob,QA1,Medium,Open,Requirement Gap,1,True,4
Sprint 36,Dashboard,David,QA2,Critical,In Progress,Test Coverage Miss,9,True,8
Sprint 36,Dashboard,David,QA2,Medium,In Progress,Environment Issue,26,False,5
Sprint 36,Dashboard,David,QA2,Critical,Resolved,Requirement Gap,22,True,10
Sprint 36,Dashboard,David,QA2,Low,In Progress,Environment Issue,15,False,1
Sprint 36,Dashboard,David,QA2,High,Closed,Test Coverage Miss,2,True,9
Sprint 36,Dashboard,David,QA2,Critical,In Progress,Requirement Gap,18,False,3
Sprint 36,Dashboard,David,QA2,High,In Progress,Environment Issue,18,True,4
Sprint 36,Dashboard,David,QA2,High,In Progress,Environment Issue,24,True,5
Sprint 36,Dashboard,David,QA2,Critical,In Progress,Requirement Gap,22,False,6
Sprint 37,Authentication,Frank,QA5,Low,Open,Requirement Gap,2,False,2
Sprint 37,Authentication,Frank,QA5,Critical,Resolved,Test Coverage Miss,10,True,4
Sprint 37,Authentication,Frank,QA5,Medium,Open,Test Coverage Miss,7,False,6
Sprint 37,Authentication,Frank,QA5,Low,Closed,Test Coverage Miss,16,False,5
Sprint 37,Authentication,Frank,QA5,High,Closed,Environment Issue,1,False,2
Sprint 37,Authentication,Frank,QA5,High,In Progress,Code Issue,4,True,2
Sprint 37,Authentication,Frank,QA5,Critical,Closed,Code Issue,24,False,5
Sprint 37,Billing,Frank,QA5,High,In Progress,Environment Issue,25,False,1
Sprint 37,Billing,Frank,QA5,High,Closed,Requirement Gap,3,True,2
Sprint 37,Billing,Frank,QA5,Critical,In Progress,Requirement Gap,1,True,9
Sprint 37,Billing,Frank,QA5,High,Open,Environment Issue,6,True,7
Sprint 37,Billing,Frank,QA5,Low,Closed,Test Coverage Miss,30,True,6
Sprint 37,Billing,Frank,QA5,Medium,Closed,Requirement Gap,15,False,8
Sprint 37,Billing,Frank,QA5,Low,Open,Requirement Gap,15,True,4
Sprint 37,Billing,Frank,QA5,Critical,Closed,Requirement Gap,28,False,8
Sprint 37,Billing,Frank,QA5,High,In Progress,Environment Issue,17,True,3
Sprint 37,Billing,Frank,QA5,Critical,Resolved,Environment Issue,29,False,5
Sprint 37,Payments,David,QA1,Low,In Progress,Test Coverage Miss,28,False,10
Sprint 37,Payments,David,QA1,Critical,Closed,Environment Issue,25,False,4
Sprint 37,Payments,David,QA1,Medium,Open,Test Coverage Miss,10,False,5
Sprint 37,Payments,David,QA1,Low,Open,Environment Issue,20,False,7
Sprint 37,Payments,David,QA1,Medium,In Progress,Requirement Gap,16,True,7
Sprint 37,Payments,David,QA1,Critical,In Progress,Environment Issue,21,False,9
Sprint 37,Payments,David,QA1,Medium,In Progress,Test Coverage Miss,15,True,4
Sprint 37,Payments,David,QA1,High,In Progress,Requirement Gap,16,False,6
Sprint 37,Payments,David,QA1,High,Closed,Code Issue,23,False,3
Sprint 37,Payments,David,QA1,Critical,In Progress,Code Issue,20,False,4
Sprint 37,Notifications,David,QA3,Critical,Closed,Requirement Gap,3,False,9
Sprint 37,Notifications,David,QA3,Critical,Closed,Test Coverage Miss,13,False,6
Sprint 37,Notifications,David,QA3,Low,In Progress,Test Coverage Miss,3,True,10
Sprint 37,Notifications,David,QA3,Medium,In Progress,Test Coverage Miss,11,False,6
Sprint 37,Notifications,David,QA3,Medium,Open,Environment Issue,15,False,1
Sprint 37,Notifications,David,QA3,High,Closed,Test Coverage Miss,5,True,7
Sprint 37,Notifications,David,QA3,High,Resolved,Requirement Gap,17,False,4
Sprint 37,Reports,Charlie,QA2,Low,In Progress,Requirement Gap,16,False,3
Sprint 37,Reports,Charlie,QA2,High,In Progress,Environment Issue,17,True,5
Sprint 37,Reports,Charlie,QA2,Medium,Closed,Test Coverage Miss,1,False,5
Sprint 37,Reports,Charlie,QA2,High,In Progress,Requirement Gap,26,False,6
Sprint 37,Reports,Charlie,QA2,Critical,Resolved,Test Coverage Miss,8,False,4
Sprint 37,Reports,Charlie,QA2,Low,Closed,Requirement Gap,15,False,10
Sprint 37,Reports,Charlie,QA2,Medium,Resolved,Environment Issue,25,False,3
Sprint 37,Dashboard,Frank,QA3,High,In Progress,Environment Issue,10,False,5
Sprint 37,Dashboard,Frank,QA3,High,Closed,Code Issue,14,False,5
Sprint 37,Dashboard,Frank,QA3,Medium,Closed,Environment Issue,10,False,8
Sprint 37,Dashboard,Frank,QA3,High,Closed,Test Coverage Miss,10,True,4
Sprint 37,Dashboard,Frank,QA3,Low,Resolved,Environment Issue,18,True,9
Sprint 37,Dashboard,Frank,QA3,Low,Open,Environment Issue,27,True,2
Sprint 38,Authentication,Frank,QA5,Medium,Closed,Test Coverage Miss,27,False,6
